date,expectations,predictions
2010-6-11 20:00:00,0.9179999327087351,1.1687847
2010-6-12 20:00:00,1.0160000469970738,1.4277931
2010-6-13 20:00:00,1.1409999802398667,0.8469533
2010-6-14 20:00:00,1.5120000085449226,1.1896796
2010-6-15 20:00:00,0.12299999412536576,0.18366414
2010-6-16 20:00:00,1.066000020294191,1.2516794
2010-6-17 20:00:00,0.15300004219055496,1.079827
2010-6-18 20:00:00,0.10800002349853695,0.88879263
2010-6-19 20:00:00,1.35199996582031,1.3913097
2010-6-20 20:00:00,1.4270000325775172,1.0144521
2010-6-21 20:00:00,0.20399998504638558,1.0120999
2010-6-22 20:00:00,0.19299999946594235,0.6438084
2010-6-23 20:00:00,0.17899999839782701,1.0194168
2010-6-24 20:00:00,0.34300002616882524,1.455647
2010-6-25 20:00:00,1.8819999604797333,0.32425267
2010-6-26 20:00:00,0.2569999738311748,0.93466693
2010-6-27 20:00:00,0.10999996261596394,0.5624394
2010-6-28 20:00:00,2.0639999743652324,0.6432823
2010-6-29 20:00:00,0.11399994766234953,1.4283582
2010-6-30 20:00:00,0.06499994392394591,2.1800904
2010-7-1 20:00:00,0.22199997116088646,0.9642524
2010-7-2 20:00:00,0.2160000469970739,0.41085866
2010-7-3 20:00:00,0.33199993377685044,2.2185256
2010-7-4 20:00:00,0.6440000491333046,1.3253956
2010-7-5 20:00:00,1.7879999380493117,0.35060564
2010-7-6 20:00:00,0.059000019760133346,0.29915068
2010-7-7 20:00:00,1.9159999935913081,0.9567423
2010-7-8 20:00:00,1.404999954605099,1.5127555
2010-7-9 20:00:00,0.15799999679565405,1.6277184
2010-7-10 20:00:00,2.7550000881195134,1.0756413
2010-7-11 20:00:00,0.10899999305725044,2.008768
2010-7-12 20:00:00,1.0030000154876721,1.2038215
2010-7-13 20:00:00,1.1979999540710413,2.2090917
2010-7-14 20:00:00,0.2,0.79488117
2010-7-15 20:00:00,0.43500000267028827,0.75112027
2010-7-16 20:00:00,0.44500001869201805,1.2509903
2010-7-17 20:00:00,0.132000040588382,0.52290803
2010-7-18 20:00:00,1.4620000352478055,-0.027049806
2010-7-19 20:00:00,1.1680000128173837,1.463883
2010-7-20 20:00:00,0.22100000160217298,0.2878118
2010-7-21 20:00:00,0.8249999866485586,2.250527
2010-7-22 20:00:00,2.3029999620819064,1.2350383
2010-7-23 20:00:00,0.12200002456665227,1.301491
2010-7-24 20:00:00,0.4230000475311316,1.212788
2010-7-25 20:00:00,0.4490000037384036,1.0888579
2010-7-26 20:00:00,1.2550000347137478,1.4522723
2010-7-27 20:00:00,0.20799997009277116,0.34678265
2010-7-28 20:00:00,1.5229999941253658,1.2196952
2010-7-29 20:00:00,0.20499995460509907,1.0032912
2010-7-30 20:00:00,0.27700000587463425,0.25178105
2010-7-31 20:00:00,2.813999787445052,1.0630616
2010-8-1 20:00:00,2.951999859008778,1.3228055
2010-8-2 20:00:00,2.029999941253658,2.1592314
2010-8-3 20:00:00,0.1699999519348108,1.2290113
2010-8-4 20:00:00,0.7189999022674486,1.7946748
2010-8-5 20:00:00,0.15099999626159638,2.1525223
2010-8-6 20:00:00,0.7659999668884252,1.2503115
